rule,lift,support,p_value,baseline_rate,n_samples
ret_60m_bin == 4.0 AND atr_14_bin == 4,3.319329319192187,0.06527119686251814,0.0,0.016853813053813844,429488
rvol_bin == 4 AND atr_14_bin == 4,3.2764422638174238,0.0618212251753557,0.0,0.016853813053813844,406787
ret_5m_bin == 0.0 AND price_vs_vwap_pct_bin == 4,3.2670592779514323,0.00902257033148968,0.0,0.016853813053813844,59369
rvol_bin == 2 AND is_power_hour_bin == True,3.2285935306085602,0.03456521785383524,0.0,0.016853813053813844,227441
ret_60m_bin == 4.0 AND price_vs_vwap_pct_bin == 0,3.16763135417512,0.014247603439120713,0.0,0.016853813053813844,93750
price_vs_session_avwap_pct_bin == 0 AND is_power_hour_bin == True,3.159383501298839,0.03051038790867066,0.0,0.016853813053813844,200760
ret_30m_bin == 4.0 AND atr_14_bin == 4,3.100889352497697,0.06833378571057319,0.0,0.016853813053813844,449640
rvol_bin == 4 AND is_first_hour_bin == True,3.08561688722483,0.04521148306685629,0.0,0.016853813053813844,297494
ret_15m_bin == 0.0 AND ret_60m_bin == 4.0,3.060664820391455,0.018643312045767406,0.0,0.016853813053813844,122674
price_vs_vwap_pct_bin == 4 AND atr_14_bin == 4,3.0297604723765694,0.0691880340191737,0.0,0.016853813053813844,455261
ret_5m_bin == 3.0 AND atr_14_bin == 4,3.0134540098769995,0.05619573942706245,0.0,0.016853813053813844,369771
ret_15m_bin == 4.0 AND ret_30m_bin == 0.0,3.0127280622717985,0.008970139150833717,0.0,0.016853813053813844,59024
is_first_hour_bin == False AND is_power_hour_bin == True,2.999314389301234,0.15257306399005235,0.0,0.016853813053813844,1003939
is_power_hour_bin == True,2.999314389301234,0.15257306399005235,0.0,0.016853813053813844,1003939
atr_14_bin == 4 AND is_first_hour_bin == True,2.9840063693379353,0.11001642235762807,0.0,0.016853813053813844,723914
ret_5m_bin == 3.0 AND ret_15m_bin == 0.0,2.971862591942691,0.012807341702666878,0.0,0.016853813053813844,84273
ret_5m_bin == 0.0 AND ret_15m_bin == 4.0,2.907036542832209,0.012357801318955742,0.0,0.016853813053813844,81315
ret_15m_bin == 4.0 AND atr_14_bin == 4,2.903652028962746,0.07171780049221481,0.0,0.016853813053813844,471907
ret_5m_bin == 0.0 AND atr_14_bin == 4,2.899411122709378,0.0552680874655436,0.0,0.016853813053813844,363667
price_vs_session_avwap_pct_bin == 2 AND is_power_hour_bin == True,2.895791536647696,0.027377434896430942,0.0,0.016853813053813844,180145
price_vs_session_avwap_pct_bin == 2 AND atr_14_bin == 4,2.8777970242703734,0.03629073560794486,0.0,0.016853813053813844,238795
price_vs_vwap_pct_bin == 0 AND atr_14_bin == 4,2.8060047732621487,0.06994273907174622,0.0,0.016853813053813844,460227
ret_30m_bin == 0.0 AND atr_14_bin == 4,2.7854312178073974,0.06869502894657095,0.0,0.016853813053813844,452017
price_vs_session_avwap_pct_bin == 4 AND atr_14_bin == 4,2.7700633726423765,0.04601603573466114,0.0,0.016853813053813844,302788
ret_15m_bin == 0.0 AND atr_14_bin == 4,2.763800479255995,0.072071141057505,0.0,0.016853813053813844,474232
price_vs_session_avwap_pct_bin == 1 AND is_power_hour_bin == True,2.706490971193654,0.027563147658058732,0.0,0.016853813053813844,181367
atr_14_bin == 2 AND is_power_hour_bin == True,2.688604643849608,0.03529606291984838,0.0,0.016853813053813844,232250
ret_60m_bin == 0.0 AND atr_14_bin == 4,2.6824078904075885,0.06605903234228777,0.0,0.016853813053813844,434672
ret_5m_bin == 0.0 AND ret_30m_bin == 4.0,2.663888485806346,0.020827792598662565,0.0,0.016853813053813844,137048
price_vs_session_avwap_pct_bin == 3 AND atr_14_bin == 4,2.6623189626716868,0.03415427897704183,0.0,0.016853813053813844,224737
rvol_bin == 3 AND atr_14_bin == 4,2.6297627899073883,0.04822072888763527,0.0,0.016853813053813844,317295
price_vs_session_avwap_pct_bin == 3 AND is_power_hour_bin == True,2.616865894103551,0.03167040878387928,0.0,0.016853813053813844,208393
atr_14_bin == 4,2.5919134153771566,0.19983954538974907,0.0,0.016853813053813844,1314955
ret_30m_bin == 4.0 AND ret_60m_bin == 0.0,2.5816120166321737,0.009158283503448453,0.0,0.016853813053813844,60262
ret_60m_bin == 4.0 AND is_first_hour_bin == True,2.5378912067542667,0.07138756004130058,0.0,0.016853813053813844,469734
ret_5m_bin == 0.0 AND ret_60m_bin == 4.0,2.5252401212731175,0.027852506985504982,0.0,0.016853813053813844,183271
ret_5m_bin == 3.0 AND ret_30m_bin == 0.0,2.5047432296416834,0.021488729423801083,0.0,0.016853813053813844,141397
ret_60m_bin == 4.0 AND rvol_bin == 4,2.5027947077507426,0.05044001158653105,0.0,0.016853813053813844,331898
price_vs_vwap_pct_bin == 3 AND is_power_hour_bin == True,2.4995727859089194,0.03261903321766053,0.0,0.016853813053813844,214635
ret_15m_bin == 3.0 AND is_power_hour_bin == True,2.4930694683126355,0.03192648570969175,0.0,0.016853813053813844,210078
ret_5m_bin == 2.0 AND is_power_hour_bin == True,2.470495455032673,0.01593938286828649,0.0,0.016853813053813844,104882
price_vs_session_avwap_pct_bin == 0 AND atr_14_bin == 4,2.4306158662174306,0.04797574609570073,0.0,0.016853813053813844,315683
ret_60m_bin == 3.0 AND is_power_hour_bin == True,2.421378225834097,0.03295368092723859,0.0,0.016853813053813844,216837
ret_30m_bin == 4.0 AND is_first_hour_bin == True,2.419912622126094,0.07132053931472294,0.0,0.016853813053813844,469293
ret_30m_bin == 3.0 AND is_power_hour_bin == True,2.405437479277203,0.032463563368932837,0.0,0.016853813053813844,213612
price_vs_session_avwap_pct_bin == 4 AND is_first_hour_bin == True,2.3978709501798714,0.0360971201756095,0.0,0.016853813053813844,237521
price_vs_vwap_pct_bin == 4 AND rvol_bin == 4,2.3939817955801663,0.04909032661434085,0.0,0.016853813053813844,323017
ret_30m_bin == 4.0 AND rvol_bin == 4,2.391317216754605,0.05115109997577527,0.0,0.016853813053813844,336577
price_vs_vwap_pct_bin == 4 AND is_first_hour_bin == True,2.3726143538878004,0.07156795369764443,0.0,0.016853813053813844,470921
ret_15m_bin == 4.0 AND ret_60m_bin == 0.0,2.3515303816474145,0.019092548480605175,0.0,0.016853813053813844,125630
ret_15m_bin == 4.0 AND is_first_hour_bin == True,2.3482597664362896,0.07049774971451601,0.0,0.016853813053813844,463879
ret_5m_bin == 1.0 AND is_power_hour_bin == True,2.345089247186755,0.07824874993427106,0.0,0.016853813053813844,514881
ret_60m_bin == 0.0 AND price_vs_vwap_pct_bin == 4,2.3376651425456214,0.014615533550332566,0.0,0.016853813053813844,96171
rvol_bin == 1 AND is_power_hour_bin == True,2.3340387058991623,0.028461316578860904,0.0,0.016853813053813844,187277
rvol_bin == 2 AND atr_14_bin == 4,2.3041680783893432,0.0410989028357518,0.0,0.016853813053813844,270433
ret_15m_bin == 0.0 AND is_first_hour_bin == True,2.2996268345921838,0.06985945708044342,0.0,0.016853813053813844,459679
price_vs_vwap_pct_bin == 0 AND rvol_bin == 4,2.2708185081794983,0.04667803638085645,0.0,0.016853813053813844,307144
price_vs_vwap_pct_bin == 0 AND is_first_hour_bin == True,2.263846234637638,0.07150929156508443,0.0,0.016853813053813844,470535
ret_5m_bin == 3.0 AND is_first_hour_bin == True,2.224987816774459,0.06046226976252778,0.0,0.016853813053813844,397845
ret_15m_bin == 4.0 AND rvol_bin == 4,2.224686622442069,0.053762324746878976,0.0,0.016853813053813844,353759
price_vs_session_avwap_pct_bin == 1 AND atr_14_bin == 4,2.21796048551599,0.035402748974400516,0.0,0.016853813053813844,232952
price_vs_vwap_pct_bin == 1 AND is_power_hour_bin == True,2.2106702707944885,0.03346370713674994,0.0,0.016853813053813844,220193
ret_30m_bin == 0.0 AND is_first_hour_bin == True,2.207673586936155,0.07093528411772912,0.0,0.016853813053813844,466758
ret_15m_bin == 1.0 AND is_power_hour_bin == True,2.176057915795588,0.032777694529558574,0.0,0.016853813053813844,215679
ret_15m_bin == 4.0 AND ret_60m_bin == 4.0,2.1664082432899097,0.09390120506609824,0.0,0.016853813053813844,617875
atr_14_bin == 4 AND is_power_hour_bin == False,2.1610939976268453,0.1768231689284009,0.0,0.016853813053813844,1163506
ret_30m_bin == 0.0 AND rvol_bin == 4,2.1584323436944777,0.04871996491214206,0.0,0.016853813053813844,320580
ret_60m_bin == 4.0 AND price_vs_vwap_pct_bin == 4,2.1494546029241994,0.10340963767166653,0.0,0.016853813053813844,680441
ret_30m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 4,2.148475366791366,0.06336254991220437,0.0,0.016853813053813844,416929
ret_5m_bin == 0.0 AND is_first_hour_bin == True,2.1459417085467107,0.05995391527181996,0.0,0.016853813053813844,394500
ret_15m_bin == 0.0 AND rvol_bin == 4,2.1415370881390774,0.0512559623370872,0.0,0.016853813053813844,337267
ret_60m_bin == 0.0 AND rvol_bin == 4,2.13809310278398,0.04723076740707599,0.0,0.016853813053813844,310781
ret_5m_bin == 3.0 AND ret_60m_bin == 0.0,2.134918693719603,0.02845493365252018,0.0,0.016853813053813844,187235
ret_5m_bin == 1.0 AND atr_14_bin == 4,2.1292608590990327,0.07585135319558167,0.0,0.016853813053813844,499106
ret_5m_bin == 2.0 AND atr_14_bin == 4,2.1276807093055186,0.012481052587106427,0.0,0.016853813053813844,82126
ret_15m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 4,2.1207847013109387,0.05741244676715419,0.0,0.016853813053813844,377777
price_vs_vwap_pct_bin == 4 AND price_vs_session_avwap_pct_bin == 4,2.118051817356394,0.059576866694407066,0.0,0.016853813053813844,392019
atr_14_bin == 4 AND is_first_hour_bin == False,2.1116733327541857,0.08982312303212102,0.0,0.016853813053813844,591041
ret_5m_bin == 3.0 AND ret_60m_bin == 4.0,2.108348485038275,0.0700044406930399,0.0,0.016853813053813844,460633
rvol_bin == 0 AND atr_14_bin == 4,2.097510072465588,0.01724332353503482,0.0,0.016853813053813844,113462
ret_60m_bin == 4.0 AND price_vs_session_avwap_pct_bin == 4,2.0891863099855783,0.07105655971820292,0.0,0.016853813053813844,467556
ret_15m_bin == 3.0 AND atr_14_bin == 4,2.0833560351327476,0.02077110613377945,0.0,0.016853813053813844,136675
ret_30m_bin == 1.0 AND is_power_hour_bin == True,2.0806267596628305,0.033414315444827654,0.0,0.016853813053813844,219868
ret_30m_bin == 4.0 AND ret_60m_bin == 4.0,2.0713714666850613,0.11914431097373973,0.0,0.016853813053813844,783976
ret_60m_bin == 0.0 AND is_first_hour_bin == True,2.056692097966658,0.07212220446823081,0.0,0.016853813053813844,474568
ret_30m_bin == 4.0 AND price_vs_vwap_pct_bin == 1,2.021332553394113,0.005308619047807207,2.333186345327705e-138,0.016853813053813844,34931
ret_60m_bin == 1.0 AND is_power_hour_bin == True,2.0165657829057047,0.03393026865736968,0.0,0.016853813053813844,223263
