feature,ic_long,ic_short,ic_combined,mean,std,null_pct,importance_long,importance_short,importance_combined,category
bb_upper_10,-0.004515678928271845,-0.0008622027105539284,0.002688940819412887,160.37752956650704,103.58294844476245,0.0,0.0,825.4691028594971,825.4691028594971,Volatility
bb_lower_10,-0.005913612565948022,-0.0017826447392345537,0.003848128652591288,159.65652967953005,103.1719651790218,0.0,141.3052978515625,124.9047966003418,266.2100944519043,Volatility
bb_position_10,-0.00787912457256443,0.007013380627089029,0.007446252599826729,0.5008986892494715,0.29732166779911695,0.0,0.0,0.0,0.0,Volatility
bb_width_10,0.08275921734926071,0.06279801555469722,0.07277861645197897,0.004676852475455814,0.006313595919377328,0.0,0.0,773.3628883361816,773.3628883361816,Volatility
bb_upper_20,-0.004373088673073746,-0.000851220145549598,0.002612154409311672,160.53129030213347,103.67914574055068,0.0,219.62229919433594,2482.223949432373,2701.846248626709,Volatility
bb_lower_20,-0.006180058896743656,-0.001867605281459108,0.004023832089101382,159.51313329513997,103.09126983595885,0.0,0.0,1112.7618885040283,1112.7618885040283,Volatility
bb_position_20,-0.008824697692931694,0.013667498775504956,0.011246098234218325,0.5006273268004693,0.32317638468333915,0.0,0.0,0.0,0.0,Volatility
bb_width_20,0.07723768485559089,0.05664309890129504,0.06694039187844297,0.006579155042071883,0.008436182243559546,0.0,523.416088104248,1825.864881515503,2349.280969619751,Volatility
bb_upper_30,-0.004387831661856839,-0.0008286246210398292,0.002608228141448334,160.65476225857444,103.75849698179626,0.0,798.2414932250977,2244.889959335327,3043.131452560425,Volatility
bb_lower_30,-0.006269318718781905,-0.001985373249803509,0.004127345984292707,159.39981770166762,103.02710388137682,0.0,801.0125961303711,2677.6873664855957,3478.699962615967,Volatility
bb_position_30,-0.00904213886390897,0.016820232974439662,0.012931185919174316,0.4992137781317365,0.3335601764218907,0.0,89.17739868164062,38.899200439453125,128.07659912109375,Volatility
bb_width_30,0.07192805880780047,0.05342122681745679,0.06267464281262863,0.008084949325807158,0.010041896343581812,0.0,1020.1860046386719,3694.346487045288,4714.53249168396,Volatility
macd_12_26,-0.009496879034609008,0.019215449910351463,0.014356164472480237,-0.007294351166352368,0.32110038268857216,0.0,112.36499786376953,545.2489986419678,657.6139965057373,MACD
macd_signal_12_26_9,-0.006985372580835922,0.013980282911859234,0.010482827746347578,-0.0072367507684512125,0.310502994159529,0.0,1303.921012878418,650.6103897094727,1954.5314025878906,MACD
macd_hist_12_26_9,-0.0045484085185440275,0.011008593446787899,0.007778500982665963,-5.760039790115431e-05,0.11935896493900242,0.0,787.9693069458008,616.6003894805908,1404.5696964263916,MACD
macd_5_15,-0.007362791815779946,0.022287712987151202,0.014825252401465573,-0.005296195190771298,0.3264636029535239,0.0,0.0,0.0,0.0,MACD
macd_signal_5_15_5,-0.007275997906145582,0.02329723147144269,0.015286614688794135,-0.00521529296884361,0.31372571253342457,0.0,237.3780059814453,129.7869987487793,367.1650047302246,MACD
macd_hist_5_15_5,-0.0065976506424650725,0.0003927312889332053,0.0034951909656991387,-8.090222192768827e-05,0.11958276163305576,0.0,0.0,0.0,0.0,MACD
stoch_k_14,-0.009322836624578933,0.01132138925390572,0.010322112939242328,50.33619368464883,30.75280849914627,0.0,0.0,54.74970054626465,54.74970054626465,Momentum Oscillators
stoch_d_14,-0.009140663086527237,0.013325297316565678,0.011232980201546457,50.34067104468916,28.592711766594512,0.0,0.0,34.07400131225586,34.07400131225586,Momentum Oscillators
stoch_k_21,-0.009586859961067572,0.016127232902912892,0.012857046431990232,50.30697632164804,30.54096272401082,0.0,0.0,69.87570190429688,69.87570190429688,Momentum Oscillators
stoch_d_21,-0.009343898447809248,0.017760982187487437,0.013552440317648342,50.31148718257126,29.046171868011523,0.0,0.0,69.2345962524414,69.2345962524414,Momentum Oscillators
plus_di_14,-0.013170478338508046,0.011559292811307754,0.0123648855749079,22.5092222130966,10.700064656443582,0.0,0.0,1379.358684539795,1379.358684539795,Trend Strength
minus_di_14,0.0026918539691400353,-0.017008971304966335,0.009850412637053186,22.811609223233425,10.865048274189698,0.0,1376.5853729248047,575.2274112701416,1951.8127841949463,Trend Strength
adx_14,-0.0007532456448167552,-0.00020766034855536678,0.00048045299668606097,34.47125584160225,23.644488267124867,0.0,0.0,91.2938003540039,91.2938003540039,Trend Strength
plus_di_21,-0.015576727778704362,0.014018760218671782,0.014797743998688072,22.53411254477716,9.019904695390702,0.0,99.31520080566406,1200.8941955566406,1300.2093963623047,Trend Strength
