sweep_id,entries,rejections,trades_per_day,avg_r_multiple,hit_rate,rejection_counts,reject_bigmove_prob,reject_probability,reject_score_margin,reject_tod_profile,reject_expected_r,reject_risk_budget,reject_capacity,reject_other,metric_total_return,metric_annualized_return,metric_volatility,metric_sharpe_ratio,metric_max_drawdown,metric_max_drawdown_duration,metric_total_commissions,metric_total_slippage,metric_fill_rate,metric_total_trades,metric_trades,metric_win_rate,metric_avg_R,metric_total_pnl,metric_fees_total,param_bigmove_policy.probability_threshold,param_prob_threshold_long,param_prob_threshold_short,param_score_margin,param_max_open_positions_global
152,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.6,0.02,5
153,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.65,0.0,2
154,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.65,0.0,3
155,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.65,0.0,5
156,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.65,0.01,2
157,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.65,0.01,3
158,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.65,0.01,5
159,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.65,0.02,2
160,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.65,0.02,3
161,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.65,0.02,5
162,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.7,0.0,2
163,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.7,0.0,3
164,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.7,0.0,5
165,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.7,0.01,2
166,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.7,0.01,3
167,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.7,0.01,5
168,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.7,0.02,2
169,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.7,0.02,3
170,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.7,0.02,5
171,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.75,0.0,2
172,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.75,0.0,3
173,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.75,0.0,5
174,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.75,0.01,2
175,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.75,0.01,3
176,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.75,0.01,5
177,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.6,0.75,0.02,2
178,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.6,0.75,0.02,3
179,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.6,0.75,0.02,5
180,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.6,0.0,2
181,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.6,0.0,3
182,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.6,0.0,5
183,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.6,0.01,2
184,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.6,0.01,3
185,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.6,0.01,5
186,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.6,0.02,2
187,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.6,0.02,3
188,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.6,0.02,5
189,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.65,0.0,2
190,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.65,0.0,3
191,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.65,0.0,5
192,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.65,0.01,2
193,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.65,0.01,3
194,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.65,0.01,5
195,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.65,0.02,2
196,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.65,0.02,3
197,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.65,0.02,5
198,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.7,0.0,2
199,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.7,0.0,3
200,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.7,0.0,5
201,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.7,0.01,2
202,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.7,0.01,3
203,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.7,0.01,5
204,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.7,0.02,2
205,27,17967,1.2272727272727273,0.0,0.0,"{'bigmove_prob': 14977, 'probability': 1711, 'score_margin': 646, 'tod_profile': 507, 'expected_r': 0, 'risk_budget': 2, 'capacity': 124, 'other': 0}",14977,1711,646,507,0,2,124,0,-3.0400675369857133e-05,-0.0003481705856809292,0.00032606879619639885,-62.40453187499963,-8.652824679467042e-05,826,12.5,0.0,0.5,19,19,0.47368421052631576,1.9545286063792922,37.13604352120655,12.5,0.7,0.65,0.7,0.02,3
206,28,17966,1.2727272727272727,0.0,0.0,"{'bigmove_prob': 14328, 'probability': 1562, 'score_margin': 604, 'tod_profile': 508, 'expected_r': 0, 'risk_budget': 796, 'capacity': 168, 'other': 0}",14328,1562,604,508,0,796,168,0,-3.0195574360236677e-05,-0.00034582199089727705,0.000252640702888886,-80.53263689598577,-9.569815383514424e-05,826,12.5,0.0,0.5,16,16,0.5625,3.2263220879663326,51.62115340746132,12.5,0.7,0.65,0.7,0.02,5
207,24,17972,1.0909090909090908,0.0,0.0,"{'bigmove_prob': 14329, 'probability': 1654, 'score_margin': 626, 'tod_profile': 502, 'expected_r': 0, 'risk_budget': 782, 'capacity': 79, 'other': 0}",14329,1654,626,502,0,782,79,0,-3.0410671343794604e-05,-0.0003482850486272726,0.0002850322722705435,-71.38940754509838,-0.00012191967648836632,819,11.5,0.0,0.5,20,20,0.45,1.431966865452085,28.6393373090417,11.5,0.7,0.65,0.75,0.0,2
